,job_id,build_target,build_tool,build_canceled_open_pr_on_branch,errors,failures,problems,warnings,skipped_words,lines,words,exceptions,error_classes,tests_total,tests_passed,tests_failed,tests_skipped,failed_tasks
604,267576139,WEB_TESTS,[],False,0,12,0,0,0,578,2231,[],[],0,0,0,0,[]
605,137436166,IT,[],False,10,0,1,1,0,342,4636,['ProjectBuilding'],[],0,0,0,0,[]
606,224267464,BUILD,[],False,0,1,0,0,0,375,2833,[],[],0,0,0,0,[]
607,122435650,WEB,[],False,0,0,0,0,0,175,2498,[],[],0,0,0,0,[]
608,163740139,CI,[],False,0,0,0,0,0,187,2593,[],[],0,0,0,0,[]
609,267553118,BUILD,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
610,122435646,IT,[],False,0,0,0,0,0,176,2642,[],[],0,0,0,0,[]
611,291403851,BUILD,[],False,0,0,0,0,0,580,2171,[],[],0,0,0,0,[]
612,211741273,WEB_TESTS,[],False,0,0,0,0,0,219,4738,[],[],0,0,0,0,[]
613,267577580,WEB_TESTS,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
614,158507697,WEB,[],False,0,0,0,0,0,296,2522,[],[],0,0,0,0,[]
615,223857343,WEB_TESTS,[],False,0,0,0,0,0,191,2410,[],[],0,0,0,0,[]
616,267584029,WEB_TESTS,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
617,137436167,IT,[],False,10,0,1,1,0,342,4628,['ProjectBuilding'],[],0,0,0,0,[]
618,231834409,BUILD,[],False,0,0,0,0,0,181,2469,[],[],0,0,0,0,[]
619,278297308,IT,[],False,0,0,0,0,0,489,1991,[],[],0,0,0,0,[]
620,138883372,CI,[],False,0,0,0,0,0,292,3593,[],[],0,0,0,0,[]
621,267576171,WEB_TESTS,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
622,229101957,WEB_TESTS,[],False,0,0,0,0,0,203,2429,[],[],0,0,0,0,[]
623,229101956,BUILD,[],False,0,0,0,0,0,203,2425,[],[],0,0,0,0,[]
624,235104657,BUILD,[],False,0,0,0,0,0,228,3133,[],[],0,0,0,0,[]
625,221257916,BUILD,[],False,0,2,0,0,0,458,4229,[],[],0,0,0,0,[]
626,220560282,BUILD,[],False,0,2,0,0,0,270,2758,[],[],0,0,0,0,[]
627,231833985,BUILD,[],False,0,0,0,0,0,189,2578,[],[],0,0,0,0,[]
628,291402477,BUILD,[],False,0,0,0,0,0,576,2158,[],[],0,0,0,0,[]
629,122436035,CI,[],False,0,0,0,0,0,175,2425,[],[],0,0,0,0,[]
630,278297307,IT,[],False,0,0,0,0,0,489,1991,[],[],0,0,0,0,[]
631,235116944,BUILD,[],False,0,0,0,0,0,247,3253,[],[],0,0,0,0,[]
632,231833017,BUILD,[],False,0,0,0,0,0,186,2676,[],[],0,0,0,0,[]
633,235554803,BUILD,[],False,0,0,0,0,0,237,3736,[],[],0,0,0,0,[]
634,224238659,BUILD,[],False,0,0,0,0,0,321,2580,[],[],0,0,0,0,[]
635,261037986,BUILD,[],False,0,0,0,0,0,571,2141,[],[],0,0,0,0,[]
636,267564926,BUILD,[],False,0,0,0,0,0,573,2147,[],[],0,0,0,0,[]
637,163742477,CI,[],False,0,0,0,0,0,187,2617,[],[],0,0,0,0,[]
638,224476804,BUILD,[],False,0,60,0,0,0,624,4243,[],[],0,0,0,0,[]
639,231841178,BUILD,[],False,0,0,0,0,0,238,3130,[],[],0,0,0,0,[]
640,267542578,WEB_TESTS,[],False,0,0,0,0,0,574,2149,[],[],0,0,0,0,[]
641,278297306,IT,[],False,0,0,0,0,0,489,1991,[],[],0,0,0,0,[]
642,122436036,IT,[],False,0,0,0,0,0,174,2394,[],[],0,0,0,0,[]
643,267577579,BUILD,[],False,0,0,0,0,0,569,2134,[],[],0,0,0,0,[]
644,137436164,IT,[],False,10,0,1,1,0,342,4657,['ProjectBuilding'],[],0,0,0,0,[]
