,from_tag,to_tag,buildid
699,5.1.2,5.2,74317147
700,5.1.2,5.2,74362746
701,5.1.2,5.2,74362780
702,5.1.2,5.2,74376602
703,5.1.2,5.2,74382697
704,5.1.2,5.2,74383788
705,5.1.2,5.2,74383807
706,5.1.2,5.2,74394348
707,5.1.2,5.2,74396631
708,5.1.2,5.2,74396651
709,5.1.2,5.2,74396909
710,5.1.2,5.2,74397667
711,5.1.2,5.2,74423467
712,5.1.2,5.2,74427513
713,5.1.2,5.2,74431014
714,5.1.2,5.2,74436367
715,5.1.2,5.2,74559305
716,5.1.2,5.2,74561611
717,5.1.2,5.2,74566765
718,5.1.2,5.2,74577025
719,5.1.2,5.2,74588725
720,5.1.2,5.2,58068506
721,5.1.2,5.2,58077245
722,5.1.2,5.2,58080390
723,5.1.2,5.2,58086596
724,5.1.2,5.2,58095672
725,5.1.2,5.2,58229502
726,5.1.2,5.2,58232388
727,5.1.2,5.2,58240312
728,5.1.2,5.2,58243276
729,5.1.2,5.2,58248479
730,5.1.2,5.2,58252951
731,5.1.2,5.2,58256423
732,5.1.2,5.2,58257342
733,5.1.2,5.2,58258263
734,5.1.2,5.2,58265562
735,5.1.2,5.2,58270576
736,5.1.2,5.2,58278125
737,5.1.2,5.2,58279567
738,5.1.2,5.2,58283252
739,5.1.2,5.2,58289102
740,5.1.2,5.2,58290820
741,5.1.2,5.2,58293556
742,5.1.2,5.2,58295537
743,5.1.2,5.2,58303296
744,5.1.2,5.2,58320945
745,5.1.2,5.2,58325630
746,5.1.2,5.2,58392874
747,5.1.2,5.2,58394885
748,5.1.2,5.2,58397036
749,5.1.2,5.2,58397580
750,5.1.2,5.2,58403168
751,5.1.2,5.2,58403832
752,5.1.2,5.2,58403851
753,5.1.2,5.2,58407412
754,5.1.2,5.2,58413046
755,5.1.2,5.2,58420005
756,5.1.2,5.2,58423409
757,5.1.2,5.2,58423999
758,5.1.2,5.2,58427722
759,5.1.2,5.2,58428911
760,5.1.2,5.2,58431610
761,5.1.2,5.2,58433527
762,5.1.2,5.2,58433990
763,5.1.2,5.2,58440198
764,5.1.2,5.2,58446714
765,5.1.2,5.2,58449486
766,5.1.2,5.2,58451464
767,5.1.2,5.2,58457755
768,5.1.2,5.2,58458631
769,5.1.2,5.2,58459576
770,5.1.2,5.2,58471914
771,5.1.2,5.2,58476598
772,5.1.2,5.2,58488829
773,5.1.2,5.2,58493124
774,5.1.2,5.2,58555996
775,5.1.2,5.2,86357258
776,5.1.2,5.2,86358779
777,5.1.2,5.2,86359758
778,5.1.2,5.2,86385647
779,5.1.2,5.2,86391149
780,5.1.2,5.2,86406920
781,5.1.2,5.2,86407055
782,5.1.2,5.2,86560304
783,5.1.2,5.2,86603307
784,5.1.2,5.2,86605563
785,5.1.2,5.2,86647220
786,5.1.2,5.2,86656108
787,5.1.2,5.2,86662465
788,5.1.2,5.2,86663451
789,5.1.2,5.2,86777383
790,5.1.2,5.2,86777997
791,5.1.2,5.2,87413866
792,5.1.2,5.2,87414524
793,5.1.2,5.2,62393285
794,5.1.2,5.2,62396563
795,5.1.2,5.2,62397351
796,5.1.2,5.2,62398310
797,5.1.2,5.2,62398485
798,5.1.2,5.2,62401657
799,5.1.2,5.2,62423961
800,5.1.2,5.2,62424266
801,5.1.2,5.2,62670341
802,5.1.2,5.2,62672516
803,5.1.2,5.2,62673680
804,5.1.2,5.2,62674144
805,5.1.2,5.2,62674226
806,5.1.2,5.2,62678557
807,5.1.2,5.2,62681669
808,5.1.2,5.2,62691203
809,5.1.2,5.2,62694603
810,5.1.2,5.2,62695258
811,5.1.2,5.2,62697566
812,5.1.2,5.2,62697762
813,5.1.2,5.2,62699857
814,5.1.2,5.2,62701081
815,5.1.2,5.2,62701109
816,5.1.2,5.2,62703574
817,5.1.2,5.2,62704608
818,5.1.2,5.2,62704746
819,5.1.2,5.2,62714370
820,5.1.2,5.2,62714937
821,5.1.2,5.2,62981437
822,5.1.2,5.2,62982962
823,5.1.2,5.2,62986689
824,5.1.2,5.2,62987285
825,5.1.2,5.2,63020652
826,5.1.2,5.2,63129606
827,5.1.2,5.2,63139082
828,5.1.2,5.2,63140124
829,5.1.2,5.2,63141672
830,5.1.2,5.2,63145375
831,5.1.2,5.2,63145853
832,5.1.2,5.2,63151483
833,5.1.2,5.2,63154427
834,5.1.2,5.2,63162496
835,5.1.2,5.2,63170424
836,5.1.2,5.2,84460062
837,5.1.2,5.2,84463341
838,5.1.2,5.2,84475989
839,5.1.2,5.2,84478360
840,5.1.2,5.2,84479203
841,5.1.2,5.2,84479313
842,5.1.2,5.2,84489657
843,5.1.2,5.2,84501721
844,5.1.2,5.2,84516718
845,5.1.2,5.2,84518315
846,5.1.2,5.2,84519750
847,5.1.2,5.2,84519862
848,5.1.2,5.2,84528956
849,5.1.2,5.2,84529290
850,5.1.2,5.2,84530583
851,5.1.2,5.2,84865197
852,5.1.2,5.2,84871912
853,5.1.2,5.2,84876081
854,5.1.2,5.2,84876437
855,5.1.2,5.2,84878966
856,5.1.2,5.2,84903959
857,5.1.2,5.2,84907567
858,5.1.2,5.2,84911143
859,5.1.2,5.2,84917040
860,5.1.2,5.2,84933289
861,5.1.2,5.2,84943862
862,5.1.2,5.2,85059755
863,5.1.2,5.2,85059777
864,5.1.2,5.2,85085804
865,5.1.2,5.2,85098271
866,5.1.2,5.2,85098281
867,5.1.2,5.2,85103465
868,5.1.2,5.2,85114004
