,pr_number,title,base_sha,head_sha
2723,1765,SONAR-8913 display analysis date on projects page,cb644767c6e0495ec97e2aa423b273d8486433cc,97860743101e96778cf61717c26c9ea767fc45cf
2724,1779,"run eslint, flow and jest tests on travis",15da428681e063c70717cbf3521bcab1c621a1fb,c036f4ed06ff129c4e4dbf6be4268a49026f1ee6
2725,1799,SONAR-8857 fail for ws/api/qualityprofiles/compare across orgs,2f816d8b700f064bb31101d1659fa64951b7e4f4,cd849a79ff0d1cd1802cd131f345d387fd8db5ad
2726,1764,SONAR-8815 Improve rating facets style,cb644767c6e0495ec97e2aa423b273d8486433cc,3a00f940d53e4a663a7a9eb867e7f699cfcce902
2727,1754,SONAR-8878 Add a sorting buttons on projects page facets,8b65d7659da13196cf26e2dacf1137c17f3b7a9d,c161f7053eaeabf6b2c205f76d4ca6903f571c14
2728,1769,SONAR-8892 Create WS api/organizations/add_member,788f8da4f8fb7cefd7bb6e72e4df924aea327503,ff187c190b1e4421c8e1a963f85ee85d6c7f7357
2729,1762,SONAR-8623 Fix regression with project level measures,93f093d852f67439f151128c7d404abfc45aa124,71a8242a29e7a458289140e51d4b9d6cd0cb2d79
2730,1781,SONAR-8817 Add SonarQube version safeguard in cluster mode,806fba0dce48b84d52227a800cf5e5d46424b10e,5ad77a517fa7ba4a9d3ee3a5b6a97139f0928d99
2731,1777,SONAR-8452 change default projects page,15da428681e063c70717cbf3521bcab1c621a1fb,4f2ecba32496d92d2a2a584a7d33c2c3006501d2
2732,1767,SONAR-8910 Feed organization members,11f31430e62f52a98054e3c5b5c8ed802e5a6927,8e13182962564ce8e77c9f2e8e55d5988e104a0b
2733,1784,Update Web API page,e0489108823967b6d6ac2a49be3a8a449b13116a,8c759b1347021186488d5a076a65acd974eb5a09
2734,1768,improve web performace of projects page,82a3b919083f95998fa7cc274c1dd0f10ddcb470,580af5fd47d62b09117d87b4b1d8f77e4bb4eca6
2735,1753,SONAR-8857 quality profiles should belong to organizations,6d2b71500ba2ac1c6ba22354a9551cb34d081a60,bc02e17e446f8b89220ef05322d3e212cc0c8f0c
2736,1773,Handle membership when creating/removing user,127cb889ffb85708807b4fef2afe382ab72d6a58,21885ea987dece9af39f2effe5bd5d795b5dfcdc
2737,1782,SONAR-8857 make ws/qualityprofiles/delete organization aware,eadb331c1345e0ac9edb02ae605823ef2cc8603e,5c78167986fb00a589dcdf7024a754f3864db8f4
2738,1752,SONAR-8840 Create WS api/project_tags/search to search for tags,421198d449ca6705922e0d59eccc2889b8d1e59b,1903c8be32370df68383b261ab154d43719f9ebd
2739,1771,SONAR-8901 Associate new users to organizations,ff187c190b1e4421c8e1a963f85ee85d6c7f7357,dbad7e8eb17674321caa959fd5827b3a9e50dcd7
2740,1766,"SONAR-8878 Add ut and it for Language facet, sorting and projects search",2f988f0585db56a8bed03519ddcdf139f910d71f,231b14a9df147f52b5db6e5035e6d20841a2829d
2741,1770,SONAR-8857 make qprofile search support org,eadb331c1345e0ac9edb02ae605823ef2cc8603e,78d4aecec81ea49c9c905701bf64244ededb7770
2742,1791,SONAR-6315 and SONAR-8931 improving performance and supporting organization in creation of QP at startup,a7028f48451ad55ab69aa53325eca5ea3d9b1699,c1a153c9b27db072b9b06d72ba5d1370820a757e
2743,1787,Check membership when assigning issue,c6de140d33bd4613e4508da3c1ac319b591576bf,11d237d59ab839bfa76de3b9a6332c99d86bd6ad
2744,1798,SONAR-8933 support organizations in api/qualityprofiles WS related to backup,2f816d8b700f064bb31101d1659fa64951b7e4f4,b1c5a9805d2864f69620f2e2894eae9309c8cf9e
2745,1759,SONAR-8816 automatic configuration of web leader node,d95da86123cb96c4f168ce470a38808a22c6d313,2312d87ab6d7c0233504711e8185b4955af57cb0
2746,1751,Fix languages and tags facet,1903c8be32370df68383b261ab154d43719f9ebd,8b65d7659da13196cf26e2dacf1137c17f3b7a9d
2747,1788,SONAR-8953 Isolate scrolling of facets sidebar on projects page,effef8dfdb3a0aa0c6dc36f891f62b354647221e,13a5e646df8e4884a3d2bf398b9c03703273d5cd
2748,1774,format code using prettier,24998ec360f43a7a745d88a5856d5828ba2d11ad,5bb26cd67aaa507d3e723f80592d65b1851ff492
2749,2655,Stas Hardening Oct 11,52f7e44133feff053d55569f17f06654822b821c,46e20b31b450b5d1fa7e1238476bb783c03f87cc
2750,2698,SONAR-9954 json location configured by property,b286f4cb4fc68d657710802dcba84c463707870c,04a0745f961847a4f6f376824437ed025a5dfe72
2751,2696,Feature/dm/marketplace license,fb9480643b24b12a1c2c57cad2cdb2f48a407970,3b2f2eb62dece45865435ecc7261824f2b5409ac
2752,2691,SONAR-9335 Remove some deprecated code from 4.X,1fdd3216cc4e072ac41693e4208a8bf6e1cdc4e9,981f98820bac02bb0c9b60a94918f3dc895ba521
2753,2665,SONAR-8303 Add type to rule creation,7fce1bdc21b78e6fb0e12e0703762af1af9326ff,6b56923b1142137b6627946e6c8cf9eeb31a8b6a
2754,2668,Move update center to market place,7fce1bdc21b78e6fb0e12e0703762af1af9326ff,2a171afce5f467ac0854d3470e10cda7ee79efac
2755,2699,"SONAR-9992 Reduce index storage consumption, avoid long value errors",86db744a5fc2ac3c998fc5c126c1298e9c085df9,d1f50db7627adc56fe9394f09fab2855c43f0856
2756,2666,SONAR-9969 Fail-fast when branch name or target used without branch plugin,35f7078a420b37a23b065bed327c538eb45dd2af,3c67472bbef57dd6ff672cf011189e2b060502f0
2757,2664,SONAR-9965 support large rule descriptions,d1eef867e02c7402a4516fa2dd4d193a03eb2b7b,c6071217db1467bc848e9ad4c19270cbde3f0815
2758,2663,"Hardening, 12th of October",8500b948caa9c604a2f9fbbbb5b70b6189be0373,6daf3d0d8b60fb7f49ced6fe75610243837baaad
2759,2660, Refactoring to specialised Functional interfaces 1a78350,d78878cddfb2ec620153f14d11383b17a4315e69,af7cd372b213f4a4fd236acd29e5b12ea2a0dd58
2760,2654,Rework issue copy/merge between branches,24fa6e00fc51c7b832cc16928a5062eb8cfd6fee,2bc38b44994be4289619b890a8708c1712308b07
2761,2659,Refactoring to specialised Functional interfaces to avoid autoboxing,d78878cddfb2ec620153f14d11383b17a4315e69,1a783506a2291d1c7706b291a35971d0103f31b2
2762,2653,Fix security vulnerabilities,c658a3bec4b35003e624a2e3063c62bad710aa1a,60dcef055f753f070a8f86e2e42fb1656f70504b
2763,2678,"Hardening, 13th of October",8500b948caa9c604a2f9fbbbb5b70b6189be0373,7007d703cc8cb01a8f91fefae3c97d24e80ef683
2764,2673,MMF-1066 support installation of SonarSource editions and make updatecenter a marketplace,ddb6f1e13ff2cde359672c1df474c5b6e6f137da,87690409587e08cec5a7d25cb572704152811490
2765,2687,Marketplace editions,a82070700b9f56a1133f72a6ca54f4fcc177e887,f2990fcb76152c3605b17b6040940fad7a2822f0
2766,2694,SONAR-9527 Clean up of deactivated users,d3195eafe8e0253fa8a7044013476de94fcb5edb,7aecb9de4ebe381a8ab05b4a3ad6d05d642dbef7
2767,2657,SONAR-9928 WS api/components/search relies on Component ES index,b084faad25e6f601ac90d993379c799d6500e98f,c20d700b61f54ce9280c3281e234487e92793fcb
2768,2652,Increase test coverage on the 6.6 branch,1af027a26a4c694428beea69e3351cb1d0fb95b0,10fd5eb200d3457120ec7396b0225605b8c7b4eb
2769,2695,Optimize upgrade by removing DB migrations on resource_index,9e4fe4aca049a680ba0476312f89a5fe133412cf,54f210176e39646c3ead100d4af115e377eb7768
2770,2677,SONAR-9976 add flag edition bundle to plugins webservices,f9039a70a1288eaf4864141bb49c6001cbd68336,a82070700b9f56a1133f72a6ca54f4fcc177e887
2771,2690,Fix quality flaws,444e0ffc3aef13f1b9f76a0970e495e6e18e0e9a,effbaec42a1f50078797453c408e2bc165617618
2772,2674,SONAR-9979 Fix potential vulnerability in plugins built with API <= 5.2,8500b948caa9c604a2f9fbbbb5b70b6189be0373,4cac770f59e61db9192e5927723305ebbcea936b
2773,2667,SONAR-9863 Drop support of SonarSource licenses,7fce1bdc21b78e6fb0e12e0703762af1af9326ff,0d2531f7a55bcc397c7b761e4ed6762c358eb85a
2774,2681,SONAR-7942 When there is no SCM data sonar.issues.defaultAssigneeLogin must be used,8500b948caa9c604a2f9fbbbb5b70b6189be0373,5baa071bab648368f8d809a059c9794e1e443cc7
2775,2700,Add marketplace form to apply a license,7250a0a29562e31f7e331c423e394fe0354be978,e596db3cf7c11980e2533732fc67c0bff91e287b
2776,2688,Remove unused dependency on commons-beanutils,67092c55703df05c435d340ce1031bfd6c5777f2,5969145dacb936fcb83728d2d89ba5b3269bddca
2777,2670,SONAR-9960 implement loop of edition management state with mocked implementation,8500b948caa9c604a2f9fbbbb5b70b6189be0373,3949afd68ee7757c186eabdbf357e352c6e1ee64
2778,2669,SONAR-8798 fix error when sonar.log.maxFiles=0,d1eef867e02c7402a4516fa2dd4d193a03eb2b7b,bbef49a4b4017e2a1014444e02e1b60937e72022
2779,2651,Misc. improvements,a9f099f26effebc1a970d1dec94d324710e0ff0c,fe9ce6485fc9f9dbb9411c1536eb49bfbd325f85
2780,2689,SONAR-9986 Add back id to WS api/components/search_projects,06de23dbd2ae73dfffdd71c2e601b3ecb158d166,bb0543d9518fae962daf5df5b0ce626d5c63328c
2781,2693,Stas Hardening Oct 16,139facb4c713471036fe72f00bdfa1e86ee33f5e,88ee274e5dad26209b8d3a19270bca20e56a49a7
2782,2680,SONAR-9982 Upgrade to Hazelcast 3.8.6,8500b948caa9c604a2f9fbbbb5b70b6189be0373,cb88aac9b15deabbe7c9f78ef1b788dfced8a87f
2783,2656,(do not merge) try to reproduce a backdating false positives,52f7e44133feff053d55569f17f06654822b821c,6589bcdfeac7ae2b4f30bd6982561e27b91b3d82
2784,2692,SONAR-9951 commit license at restart,b286f4cb4fc68d657710802dcba84c463707870c,0bd0be975cfe30085d46c894ad1932972657b104
2785,2686,A few minor fixes,1ead4d114275621e5c4902c2b905bb1332321d5e,8f30aa737cca5e119e1b7e5b3aa1b0bf52ad29cd
2786,2675,SONAR-9905 Remove NotificationModule from PlatformLevel2,c8afbfd7e00b8f27ce097efab84e186b3afebe6e,c8afbfd7e00b8f27ce097efab84e186b3afebe6e
2787,2661,Stas Hardening Oct 12,7a42a7c80528cf1f8867d8df3f7d8c12f36a1704,798028098159e883822e0f849d2b6f3d6fe20658
2788,2671,Feature/dm/marketplace,8500b948caa9c604a2f9fbbbb5b70b6189be0373,e1eb69d3c7f45482dc834d32288b4f8b98860f89
2789,2685,"Hardening, the 16th of October",908547bead1f995e94c2b219d86e4278915c3081,900350368c23021046ce43e723ad850d7e5c45d7
2790,2676,SONAR-9980 allow to search for words >15 chars in rule descriptions,8500b948caa9c604a2f9fbbbb5b70b6189be0373,d20feba408b34bf828991d0b007b3292f6635ceb
2791,2683,Fix some logger calls,8500b948caa9c604a2f9fbbbb5b70b6189be0373,153ac0a5e73b60c07427d93adde3e102b5bbb64a
2792,2684,Feature/dm/marketplace plugins,3949afd68ee7757c186eabdbf357e352c6e1ee64,f8ec48c84555841b364929f248c37372e7a37d84
2793,2662,SONAR-9799 deprecate legacy branch param,b084faad25e6f601ac90d993379c799d6500e98f,a412d46fc6d42988459e21f72fc69c8e0437b154
2794,2679,Hardening phase SonarQube 6 - Daniel 2017-10-13,1ead4d114275621e5c4902c2b905bb1332321d5e,b79589896024a2d5f010ce1d4129a3e32f1abddb
2795,2672,"Upgrade logback, SLF4j and Tomcat (SONAR-9978)",8500b948caa9c604a2f9fbbbb5b70b6189be0373,ea738446e232d02ae04f26677af13b0fca47e60e
2796,2658,Stas Hardening Oct 11,d78878cddfb2ec620153f14d11383b17a4315e69,e5786743b9af74514ba19156b321bf56132f5963
2797,2682,SONAR-9968 Add SonarTS to the default plugin bundle,617fceff874f700ea12a90a2f1ad3ca083481ae9,65dcbefd91a11fba7338b113f5ca7a75882b074d
2798,2697,"Hardening, the 17th of October",350d53a5f25a1ad8438ba73faad78846e7e2c590,1bb8ab1e6487ab34cf9177a00b8124fd103c588b
2799,1718,SONAR-8837 log indexing stats,3779ba44dbae7290bb91cc79692ebcbe5304f5b7,4761deddef458571c07f9392b1e889796dd05ca5
2800,1724,SONAR-8460 Fix error message without args,889f6e5c0d1c3c6f89e36ba61cb658eb9607ee90,e7b02b6161ca2f55bff2c1a2fb0905024bdafc33
2801,1747,SONAR-8877 Projects searchbox on projects page,f3c798e5ec60ba64594a906eaee45d52b7f46f76,40be97a3b099d7bf59f4d7fea9f3b6b4fa817de9
2802,1723,Add tags to WS of components domain,db48fea3db5f91d6819d0951193c57af81b5e7ae,5330045e891686e824eb88924d4b5fa33130abd9
2803,1736,SONAR-8845 Filter projects by tags,cd877d022c1ccf8f1a98f0fb0862d3170d2e4079,313ffad34e614acb9379fe1e0a0879a49b05be52
2804,1710,Clean-up MyBatis,7f4403beb69264d759d02a2610c18347f4c875fe,d405ef70946fee7edbde88937657c83e374276f1
2805,1735,SONAR-8875 Add language facet on projects page,96b5ef41e280b775442388dfd49dad73e29d6a7e,a0e621c5457314f6627e9c375d13ba8283a0ca5a
2806,1734,Fix/branch preview mode,e7b02b6161ca2f55bff2c1a2fb0905024bdafc33,3c7590a0e78b928cffabe4450b8b139dfd224f32
2807,1703,"SONAR-8837 log final line, if progress logged for longrunning processes",51c89f8030b54bd673efd63215d064d11855c602,1b0aad428bf8c13640975ef2f896fd565bd497ed
2808,1737,SONAR-8875 Add language facet on projects page,96b5ef41e280b775442388dfd49dad73e29d6a7e,d8a2282db9383e95183ccfbf36706c922ee4df8a
2809,1733,Upgrade to parent 40,a637ef0b0081bf758e3b19950a5de6d794425b46,09e3a1a00d6149d707e5a67bfe0785b0204e34f4
2810,1729,SONAR-8857 add DB column rules_profiles.organization_uuid,313ffad34e614acb9379fe1e0a0879a49b05be52,be21243bd31561cd37051bdb0da594972ae5522f
2811,1731,4.5.5,db48fea3db5f91d6819d0951193c57af81b5e7ae,eccfe672f5e585c39cc6a0b79122ad516fd61f3e
2812,1727,SONAR-8826 Add SonarQube server version to the task report,3779ba44dbae7290bb91cc79692ebcbe5304f5b7,f6b42cb7cb4a6d88908afb7bbd64bca0156138c5
2813,1750,SONAR-7485 and SONAR-7500,fbff4f5366bd8fb2348eb5ceab1cb3c1a929dc80,806fba0dce48b84d52227a800cf5e5d46424b10e
2814,1709,SONAR-8092 do not use thread pools for es indexing anymore,1de04a08da8ea17d335a6aada252e23661e6aeb7,896c634b78bcaf92a5211ada975b1961ff2adfc0
2815,1728,SONAR-8783 Improve display of error when uploading scanner report,3779ba44dbae7290bb91cc79692ebcbe5304f5b7,6a6c6476137eacaca09829fe19d89d863ce8295b
2816,1708,"SONAR-8837 create log line, as soon as indexing is done",075a9ff5026d0cf04ef16bb0c9c18de43614c1cd,69fe17ceef6aece0f7968ec8da12280751f8eead
2817,1704,BUILD-384 Replace usage of groovy-maven-plugin,51c89f8030b54bd673efd63215d064d11855c602,cf2b1854cea7169557d369a0435734fda6cf3e55
2818,1715,Set tags for projects,17cfd1d4587da4c615185113901887d2354dbc99,120f4b533683e227e23afff96d8903dde121c105
2819,1741,SONAR-8876 Language facet searchbox on projects page,01b4e8235eea4f1b4e78809a774279e71d7f0d5c,a58ad26484dd933729771702cea258813343ba0d
2820,1707,SONAR-7937 restart reloads sonar properties,1277b589387648eaa7a7aecfac7151c7c5d5a9be,132100250bc9dabdb0e28944e7d2f0e8629c6102
2821,1706,SONAR-8847 Persist copy_component_uuid for local views,25ca6a560691a10d08e0c61993b2e25fe963662b,0b2660c4879ddc964e804705b0ce98141239ab92
2822,1743,Drop some calls to resetData in category 4 of integration tests,b6baff8775a45fd057ed9f15ba9ac29633261fea,8e6c7dde6534773b9c40fd12f4947ce5c7a55249
2823,1748,SONAR-8838 Compute tag distribution for WS api/components/search_projects,54710d55c2a5a979f9b9abcb256466775cb2c2dd,3e42999f5e483c6a93698c90b292277cc4347a80
2824,1721,SONAR-8838 Limit to 500 characters DB column TAGS of PROJECTS,3c133bbedfc99e311cebaadf0423422071381750,8bc3795d4f94a477ea78d0b464d323ef6877fde0
2825,1714,SOANR-6037 bulk processor size enum with gentle parallelization for size regular,d74f3f7264dc5539d8c6ba790a6f014036fee5f7,5b9d71c9ae3794216e64c9c5ff58501b546c9105
2826,1722,"SONAR-8659 Bring back ""Edit Permissions"" to system administrators",e688583dee96e6a41d03b057234005678732d25f,5f5f8d454ef97ab4aa3824dba6833ce47b4d5feb
2827,1711,"SONAR-8092 use es BulkProcessor, for to retry on indexing failures",d74f3f7264dc5539d8c6ba790a6f014036fee5f7,631ec0adecaff707c7042b7c4200c24be57fa550
2828,1716,SONAR-8092 use BulkProcessor for es indexing,71be078d65965418ae0a270e7e7a2c458797653a,41edc3be1b54fd6ccadc6b0bd834d8fd94a368fc
2829,1742,Support release versions on 2 or 3 fields,ea8d74d2617e334ffbf827ec29a6accb8a7c1cfc,0a685a1603d8f03a3cd8a49999f2377bd1a3894b
2830,1744,refactor source viewer,b6baff8775a45fd057ed9f15ba9ac29633261fea,f3d056227f3ea7165adf477d60771c2430f0aee2
2831,1749,MMF-703 More efficient UX for issue multiple locations,acaa082a92df0320ce28553d94d5bdb32ab148e4,e2a3252ab1c8941a17307f33d2b5d9cc4625268c
2832,1720,SONAR-8832 Support project-level sensors,96b5ef41e280b775442388dfd49dad73e29d6a7e,f76133344f625da4f2196e9dcb2103b76db0c553
2833,1702,SONAR-6962 restrict ES issues request to a subset of shards when possible,8d1bc331be3fa8c897bbef43150c465429df6264,312d0672ba3252b23f4cee36c41efbd00b38047f
2834,1746,Fix check of version in IssueJsonReportTest,73bd4a955222aa31a8feb067bedeca3d97d90b4f,5fc0149594d89472441104f952072bc9e8881615
2835,1740,SONAR-7860 Remove CodeColorizerFormat API,effef8dfdb3a0aa0c6dc36f891f62b354647221e,effef8dfdb3a0aa0c6dc36f891f62b354647221e
2836,1705,refactor source viewer,0a547ba79c4affb9b6ff0b669ee4a5e87ef16479,ffddc5ef977ee683302a8469adae018195cfe0af
2837,1717,SONAR-7282 fix module number count in ComputeEngineContainerImplTest,d74f3f7264dc5539d8c6ba790a6f014036fee5f7,261ac7fb5abb1b083ee49acee63f01909a91fb2f
2838,1713,"SONAR-6037 decide by boolean flag, whether or not to initialise index",8bc3795d4f94a477ea78d0b464d323ef6877fde0,4b1118f9a552b976c07e32d66e1df6f972d59a9b
2839,1726,SONAR-8835 Compute Engine fails with NPE at FileMoveDetectionStep.getFile(),f2647505fb3cb4bd76a7bdad538beb8f35baece1,ed8ba4b6637ebb32bda095aa7d891efe4ab2e4f1
2840,1730,Use Gradle instead of Maven,a84dc5bdd315df1d9ceceac7aac758f604b98320,0d235a85f6eacd8d2c8390b9bb6beba4e1ec10a3
2841,1725,SONAR-7860 Remove CodeColorizerFormat API,c946c2174c56c7c0463292c5a94e1d542950e028,a59dccc1344b99b34749c722526cab876064b45e
2842,1719,Feature/jl/revert commits,3c133bbedfc99e311cebaadf0423422071381750,892935ccec9a7843fd3010c45c7a925fa0c47ffb
2843,1739,Drop deprecated method MyBatis#closeQuietly(DbSession),c946c2174c56c7c0463292c5a94e1d542950e028,149e828a72b96261204e7a56812840325b194dcd
2844,1712,SONAR-8092 use BulkProcessor and calculate concurrent requests with actual number of shards,d74f3f7264dc5539d8c6ba790a6f014036fee5f7,e51e91eacc33000b4539558d8aa47b75f7128983
2845,1745,Add unit tests to verify behavior depending on sensor strategy,ba93a1a0ed121bd331d87636b733e3e31f0b2d89,b7c048c02f55679ab8e1f9ce2f004b632c2e079a
2846,1701,SONAR-8831 fix performance for issue storing,730daa2870ac4b1a40b6dd8e067d21f72c720f2d,561da128df862e0a6cba9f702c8a6380bf5dd8c7
2847,1732,SONAR-8873 Sort by name in component index,96b5ef41e280b775442388dfd49dad73e29d6a7e,c2844cd8a0979c9d5aabe5f57b5838545853d231
2848,1738,SONAR-8857 create qprofiles in specific org,f3c798e5ec60ba64594a906eaee45d52b7f46f76,ba83aa2610c3b03c7c2e491a46905f77f63f81ba
2849,430,SONAR-6368 Remove deprecated violation API,94c8b938393edc30d7bcd1693c125113a9327a58,232ae7083e7e9fc83e9e171d7174944fae26fcb3
2850,441,adds CE and steps timing INFO logs,f4f1bf73780a9f174dc382b2c81e4576bef7fbb1,bcf61c2c5d7fb06009c86c9e10d0611c61ce41e3
2851,444,SONAR-6483 WS global_permissions/add_group add global permission to a group,13e8b934b5c229ef5eada4421873d370431cbe9d,b3853306ffd6b3a6dd7cedce1bacdd0385391bb2
2852,442,SONAR-6726 Authentication freeze with LDAP and Dev Cockpit,f0d72ab12bda27a060554042db2d09b3e672a823,01a333555f91da7afc99ba7ddfe74d63313d7ce1
2853,405,"SONAR-4865, SONAR-6052 Improved issue locations",d55de7dbda057f2aeb56d9d1b047da65510bd7c3,53187a2e70169ad74ae8553b2692bf29e378b489
2854,411,SONAR-6677 move computation of coverage measures to ce,a5f41ef44e0647d1924b528ba75f57393e3c8b88,b72594be58930691eae6e91f50b3f533f19e5deb
2855,421,SONAR-6376 ws plugins/installed and plugins/pending add category field,1f655d484cecd606c7c4af4a3452dd25801f1bd6,24d686a58de32655ab4a324b26075f6d226767a3
2856,433,SONAR-6605 Move computation of formula measures to Compute Engine,a6a852b3d4cd872070216a0aed34e1df48dc175c,fe40a3502eaa307bacadc9074718d967ad49c22e
2857,404,Move issues and debt to Compute Engine,e154f3cf3e73c0ba447fffef1d447dc729f8bf9b,1c0b9a97e3bc6d58c4697b4350b39adc81a6efc1
2858,403,SONAR-6673 Do not try to load DefaultNotificationManager in preview mode,5b63bfea88114285b46b884a25eee517b96d2b70,5a0253f2dea14767fc9db008b6ffc4bb77a8c273
2859,402,SONAR-6645 move computation of new coverage in ce,63cccef9e2f7e297fc5423f7dd8fa8f3508b265b,7aa69eb1de0a994a92a24162de5200f2a3e1e7e8
2860,424,SONAR-6679 Move computation of language ditribution measure to Compute Engine,8c18eaeec3f300454812f492ca811220227bed74,ef47e984b8ec09341cd78196cdc18e338cd53b1b
2861,417,Merge DocumentationMeasuresStep into CommentMeasuresStep,f934d2e752010579ab72be6ca61993766a2e7951,19e9d124d1c852ba139f0453d6cf1556627225b9
2862,439,Compute Engine - ignore rules with status REMOVED,ac84ea03ec56004c5ef88c6862ef2d4faf505444,b079859f3b537d122fd6498538328dde78b86bed
2863,437,SONAR-6729 Analysis should fail when no quality profile,70c24eb376e514098f228bef76194536995c4957,e781c007414fe556ddb2c6cda86001aa6e35cca1
2864,440,SONAR-6734 add MBean to expose Commpute Engine Queue info,5adfc76bd08520e6184199c76562cea038d4c49b,cdae84ee26c9e1b136272359c66aa5ae6c21c51f
2865,449,Draft of protobuf specification for WS response,bcf61c2c5d7fb06009c86c9e10d0611c61ce41e3,1894d05b8549c7ec04e5414124b710dd6040150a
2866,408,SONAR-6605 Replace some batch formulas by compute formulas,8d9953d57840d24a7d99d6f263837eaf9ef6addf,077bedd2ae941d320372c7c44a170be23a1679a5
2867,422,SONAR-6681 Move computation of Unit test related measures to Compute Engine,4027764b3d93d2c83faa37a275715542a3df6054,1f655d484cecd606c7c4af4a3452dd25801f1bd6
2868,446,SONAR-6480 WS permissions/add_user add global permission to a user,da4d4ce1007379c26b70e38b5acb84c8718d96df,0b24017a541d223d3d85996ed2354c613f94f4dc
2869,410,Adding support for loading XML rules into an extended repository,cc9e9f5e58d6efa4a434f58eee543db3f840a609,d301a36926bb6b4169360ae1eee5909a2658b207
2870,429,SONAR-6725 drop aggregation of measures of PACKAGES metric,51f8fa984e4a2c11ededba97e6b2c0a2fe29bb02,5e36720bed53fd3237cc34935c94a48a83fd25d4
2871,436,SONAR-6695 Remove execution of decorators from the batch,d400b1910a3155625ee47c65faea4912a27d0aaf,455f85c1a7cd15258569a56c4832a52ba98a8e8f
2872,416,SONAR-6682 Move computation of comment density measures to Compute Engine,de22194f026e0a81f95f09c490974b288e1f5cb3,95508af0e7439326967f6d0d412ce9f72ff8cd29
2873,435,Improve IssueDao,c31cbfe24543d7e7e35380ef941e92cef9aac77c,b77b0e829027c95f639aef3c7e83ea028101fb8d
2874,438,Improve DAOs,ac84ea03ec56004c5ef88c6862ef2d4faf505444,40f40f2432bcf0874f264d605ef210d05c89bc74
2875,412,SONAR-6701 - Drop the db table SEMAPHORES,f6e8041fd6a8616618f611c5819c20c414e64bf6,519dca1e8bddbd0ba92b173a3d8dcfb0f8787582
2876,419,SONAR-6716 remove data migrations of v4.4,7f79ec13b5773949e5eb3e12da1b18cec2d086e7,da39d9ab8746bd9aecd4d41cf83d0269c8fd835d
2877,434,SONAR-6605 Move computation of formula measures to Compute Engine,81d3caaf7edc4a9ca7b9cf2ebb1ab68f99be96b8,d400b1910a3155625ee47c65faea4912a27d0aaf
2878,431,Move protobuf spec of db tables to sonar-db,4798bc70d419731411645f788e594435853704a7,6ba9d883eb364ffa5c84efc8e13d6ef4bf421b66
2879,427,SONAR-6676 move computation of FILES and DIRECTORIES measures to CE,7af633d72d95ce49b37a8e3ced03fb19c91a710f,7af633d72d95ce49b37a8e3ced03fb19c91a710f
2880,428,Fix closing of resovled manual issue,0dcc15fc44f0aee65dc91069d37d1c3be7b3b3d8,420e587f28c59c8e567cbff8b780197b1c5e60c0
2881,415,"Rewrite new coverage steps into a single one, using Formula",4d67b14c36132e501a749682e587271ad0c2b9a6,8cda62bcc116f3de80f1defa679c7d847c597576
2882,443,SONAR-6713 Load rules in global container,c24960fb4118de3791637c054b0a661772e7af16,7c0f77be916900bfd243183c3062c97ca53818e8
2883,426,SONAR-6577 Offline mode in preview mode,1435e8f5ccf204c58de1564ca90dfad80d997c8f,3c9a9390d5db5a549994fc9dda76b26fd1e9e0bd
2884,448,SONAR-6481 WS permissions/remove_user remove a user permission,0aab83bc0adf1582c3595b2edba7ecfcc1799ce4,82d294b4980df5baad8d5895a9cd4d384f9da73a
2885,414,SONAR-6702 A component key should by unique in database,da81f4cfa7a7b7612f462a3e9b09b9113b65b54c,f934d2e752010579ab72be6ca61993766a2e7951
2886,445,SONAR-6746 Drop Plugin interface + batch cleanup,1d155007f27ffaee6617cc2fd0cd41d7dcb0bff9,70c24eb376e514098f228bef76194536995c4957
2887,425,SONAR-6700 fix undeleted computation working dir and cache files,d7a4e565629a7c096239813aaa44245c819993a6,d7a4e565629a7c096239813aaa44245c819993a6
2888,420,SONAR-6678 Move computation of Duplication measures to Compute Engine,0cbf1044e679e95a40aca2fae1834c4d32249755,476bdc68a0e83fa504190faeef089a8be0de1341
2889,432,SONAR-6684 sanitize batch report,4798bc70d419731411645f788e594435853704a7,a7aa9641c05d62d4df5c625f849723561dfcc6a7
2890,423,ws system/db_migration_status return the status of a database,2e38406b37a89770bd4817a2e31b1d7fb4e0bbb2,8b1835860ef2b530c18a57c9385f6c3e9f15c850
2891,418,SONAR-6703 common rules moved to Compute Engine,a080f6f35834dc47d80474b5b0cc5fa5f50ec1fc,aaffc6d3e51e2d57ba77080fce64e2077b2c4928
2892,406,SONAR-6605 Create formulas,a64decf6bb997fc6b6c4dd1eb2023720e32443ef,2f948758eebec934beb54701792cf2d558319251
2893,447,SONAR-6484 WS permissions/remove_group remove a group permission,da4d4ce1007379c26b70e38b5acb84c8718d96df,76da89471f4e25fe6701c149ffbe239a3716b1c7
2894,401,SONAR-6635 Parsing of date should not be lenient,9849b523a2bcc018b84f5b11e0fb3e2bd5d3d13a,f1744e53a8bf6011dd4096c7e48c2f69a95f0c52
2895,407,SONAR-6693 Create a new WS to list issue filters,a080f6f35834dc47d80474b5b0cc5fa5f50ec1fc,a080f6f35834dc47d80474b5b0cc5fa5f50ec1fc
2896,413,Adding support for loading XML rules into an extended repository,7fcfb5979231dd5d476d8750c6e947d59e9f05c0,57b5efa0a78af34542493f84b8473a0ca6d867bf
