,from_tag,from_author_date,ahead_by,behind_by,from_sha,to_sha,to_tag,to_author_date,ahead_behind_sum,diff_author_dates,diff_author_days,from_commit_date,to_commit_date,diff_commit_dates,diff_commit_days,n_jobs,n_builds,n_merge_jobs,n_pull_request_jobs,Tag,jira_version,version_name,post_release_bugs,pre_release_bugs,pre_release_after_tagging_bugs,dde,critical_post_release_bugs,minor_post_release_bugs,fix_time
68,6.1,2016-10-11 07:02:29,4,0,442f1a11b2365618f58f3f456a756995a6318225,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,6.1.1,2016-11-17 19:45:38,4,37 days 12:43:09,37.529965277777784,2016-10-11 09:02:29,2016-11-17 20:45:38,37 days 11:43:09,37.48829861111111,8,4,0,0,6.1.1,6.1.1,6.1.1,1.0,0.0,0.0,0.0,0.0,0.0,-8.844097222222222
69,6.1-RC1,2016-09-19 14:58:22,24,0,12e24a98549f51fc560d782a9d93164021feaccc,879e50736fb84d12259e23bd8ea0d2293dc43046,6.1-RC2,2016-10-03 07:39:32,24,13 days 16:41:10,13.69525462962963,2016-09-19 16:58:22,2016-10-03 09:39:32,13 days 16:41:10,13.69525462962963,105,25,0,16,,,,,,,,,,
70,6.1-RC2,2016-10-03 07:39:32,4,0,879e50736fb84d12259e23bd8ea0d2293dc43046,442f1a11b2365618f58f3f456a756995a6318225,6.1,2016-10-11 07:02:29,4,7 days 23:22:57,7.974270833333334,2016-10-03 09:39:32,2016-10-11 09:02:29,7 days 23:22:57,7.974270833333334,10,5,0,4,6.1,6.1,6.1,14.0,3.0,5.0,0.17647058823529413,0.0,0.0,-89.37869708994707
71,6.1.1,2016-11-17 19:45:38,627,0,6a70cefe40b1b8127eb4e7ef3436a5c43fe938b4,e50f57556a830a9d0d527f68e6c106192acaa4b9,6.2-RC1,2016-11-21 11:08:08,627,3 days 15:22:30,3.640625,2016-11-17 20:45:38,2016-11-21 12:08:08,3 days 15:22:30,3.640625,671,323,4,765,,,,,,,,,,
72,6.2,2016-12-13 15:05:23,21,0,4a28f29f95254b58f3cf0a0871bc632e998403f5,8a667b2e3358144ea6d0affaf7673ebd290b0b78,6.2.1,2017-01-16 16:00:20,21,34 days 00:54:57,34.038159722222225,2016-12-13 16:05:23,2017-01-16 17:00:20,34 days 00:54:57,34.038159722222225,24,12,0,26,,,,,,,,,,
73,6.2-RC1,2016-11-21 11:08:08,49,0,e50f57556a830a9d0d527f68e6c106192acaa4b9,b7608b6a0818d0b4372681d3cd224a930eb80410,6.2-RC2,2016-12-02 07:39:58,49,10 days 20:31:50,10.855439814814815,2016-11-21 12:08:08,2016-12-02 08:39:58,10 days 20:31:50,10.855439814814815,121,38,0,62,,,,,,,,,,
74,6.2-RC2,2016-12-02 07:39:58,12,0,b7608b6a0818d0b4372681d3cd224a930eb80410,e52bc616764bb8cdcd53803f77119f19c6dbb2ce,6.2-RC3,2016-12-09 10:07:17,12,7 days 02:27:19,7.102303240740741,2016-12-02 08:39:58,2016-12-09 11:07:17,7 days 02:27:19,7.102303240740741,43,14,0,10,,,,,,,,,,
75,6.2-RC3,2016-12-09 10:07:17,4,0,e52bc616764bb8cdcd53803f77119f19c6dbb2ce,4a28f29f95254b58f3cf0a0871bc632e998403f5,6.2,2016-12-13 15:05:23,4,4 days 04:58:06,4.207013888888889,2016-12-09 11:07:17,2016-12-13 16:05:23,4 days 04:58:06,4.207013888888889,10,5,0,0,6.2,6.2,6.2,22.0,12.0,5.0,0.35294117647058826,0.0,0.0,-24.96913580246914
76,6.2.1,2017-01-16 16:00:20,936,0,8a667b2e3358144ea6d0affaf7673ebd290b0b78,534fc279a64c7b836f39d476d15192999944b9eb,6.3-RC1,2017-02-14 11:06:25,936,28 days 19:06:05,28.795891203703704,2017-01-16 17:00:20,2017-02-14 12:06:25,28 days 19:06:05,28.795891203703704,954,477,0,1120,,,,,,,,,,
77,6.2.1,2017-01-16 16:00:20,936,0,8a667b2e3358144ea6d0affaf7673ebd290b0b78,534fc279a64c7b836f39d476d15192999944b9eb,6.3.0.18401,2017-02-14 11:06:25,936,28 days 19:06:05,28.795891203703704,2017-01-16 17:00:20,2017-02-14 12:06:25,28 days 19:06:05,28.795891203703704,954,477,0,1120,,,,,,,,,,
78,6.3,2017-03-14 09:12:39,11,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,54be39f47d188340b14d4d9236bbf3d43b1db2ae,6.3.1,2017-04-11 12:44:29,11,28 days 03:31:50,28.147106481481487,2017-03-14 10:12:39,2017-04-11 14:44:46,28 days 04:32:07,28.18896990740741,26,13,0,16,6.3.1,6.3.1,6.3.1,5.0,0.0,0.0,0.0,0.0,0.0,-37.80141435185185
79,6.3-RC4,2017-03-04 17:53:45,8,0,e23682d9e420ef59da282322ca9dc6e3fc59d75b,43ea4f4c43aa89d4c435017f86d0da254e115e6b,6.3,2017-03-14 09:12:39,8,9 days 15:18:54,9.638125,2017-03-04 18:53:45,2017-03-14 10:12:39,9 days 15:18:54,9.638125,20,10,0,0,6.3,6.3,6.3,21.0,6.0,8.0,0.2222222222222222,0.0,1.0,-32.13084270282187
80,6.3.0.18401,2017-02-14 11:06:25,10,0,534fc279a64c7b836f39d476d15192999944b9eb,3b673b37f88fc38b84244bd541d20ee9ac510486,6.3.0.18587,2017-02-16 16:38:40,10,2 days 05:32:15,2.230729166666667,2017-02-14 12:06:25,2017-02-17 15:47:10,3 days 03:40:45,3.153298611111111,26,13,0,44,,,,,,,,,,
81,6.3.0.18587,2017-02-16 16:38:40,16,0,3b673b37f88fc38b84244bd541d20ee9ac510486,7a8f38e05f2264d550c232cd89518abd1155870a,6.3.0.18800,2017-02-22 15:04:12,16,5 days 22:25:32,5.934398148148147,2017-02-17 15:47:10,2017-02-22 16:04:12,5 days 00:17:02,5.011828703703704,30,15,0,6,,,,,,,,,,
82,6.3.0.18800,2017-02-22 15:04:12,24,0,7a8f38e05f2264d550c232cd89518abd1155870a,e23682d9e420ef59da282322ca9dc6e3fc59d75b,6.3-RC4,2017-03-04 17:53:45,24,10 days 02:49:33,10.117743055555557,2017-02-22 16:04:12,2017-03-04 18:53:45,10 days 02:49:33,10.117743055555557,36,18,0,28,,,,,,,,,,
83,6.3.1,2017-04-11 12:44:29,7,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,6.3.2,2017-04-24 08:51:14,7,12 days 20:06:45,12.838020833333333,2017-04-11 14:44:46,2017-04-24 10:51:14,12 days 20:06:28,12.837824074074076,10,5,0,0,6.3.2,6.3.2,6.3.2,2.0,0.0,0.0,0.0,0.0,0.0,-6.241244212962962
84,6.3.2,2017-04-24 08:51:14,1001,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,04b7bf3ccc22daea116a67e6ba174237805e5ccf,6.4-RC1,2017-05-16 15:00:32,1001,22 days 06:09:18,22.25645833333333,2017-04-24 10:51:14,2017-05-16 22:00:23,22 days 11:09:09,22.4646875,838,419,0,442,,,,,,,,,,
85,6.4,2017-06-02 08:32:25,188,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,25592161f1698d5be10311cab517cd4824445945,6.5-M1,2017-06-20 15:42:21,188,18 days 07:09:56,18.298564814814814,2017-06-02 10:32:25,2017-06-20 17:42:21,18 days 07:09:56,18.298564814814814,200,100,0,282,6.5-M1,6.5-M1,6.5-M1,1.0,0.0,0.0,0.0,1.0,0.0,-2.5073148148148148
86,6.4-RC1,2017-05-16 15:00:32,12,0,04b7bf3ccc22daea116a67e6ba174237805e5ccf,8e826b1066ffea29958f8c5ac09244baa624dafd,6.4-RC2,2017-05-22 10:00:44,12,5 days 19:00:12,5.7918055555555545,2017-05-16 22:00:23,2017-05-22 12:00:44,5 days 14:00:21,5.583576388888888,26,13,0,8,,,,,,,,,,
87,6.4-RC2,2017-05-22 10:00:44,12,0,8e826b1066ffea29958f8c5ac09244baa624dafd,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,6.4-RC3,2017-05-29 09:55:18,12,6 days 23:54:34,6.996226851851853,2017-05-22 12:00:44,2017-05-29 11:55:18,6 days 23:54:34,6.996226851851853,22,11,0,0,,,,,,,,,,
88,6.4-RC3,2017-05-29 09:55:18,11,0,1f978d91e82d8ddbe49806ee6d32bc93e8f6a42f,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,6.4,2017-06-02 08:32:25,11,3 days 22:37:07,3.9424421296296295,2017-05-29 11:55:18,2017-06-02 10:32:25,3 days 22:37:07,3.9424421296296295,20,10,0,0,6.4,6.4,6.4,28.0,8.0,14.0,0.2222222222222222,1.0,1.0,-38.786643518518524
89,6.5,2017-08-01 11:58:54,1046,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,868e9ce285262e5277c158ea3c2082c379e81943,6.6-RC1,2017-10-10 17:03:23,1046,70 days 05:04:29,70.21144675925926,2017-08-01 13:58:54,2017-10-10 22:41:48,70 days 08:42:54,70.363125,628,314,0,380,,,,,,,,,,
90,6.5-M1,2017-06-20 15:42:21,139,2,25592161f1698d5be10311cab517cd4824445945,bcc8082815b493171a30ae32dfef9d9c278804a4,6.5-M2,2017-07-05 17:09:06,141,15 days 01:26:45,15.060243055555556,2017-06-20 17:42:21,2017-07-05 19:09:06,15 days 01:26:45,15.060243055555556,82,41,0,64,,,,,,,,,,
91,6.5-M2,2017-07-05 17:09:06,66,0,bcc8082815b493171a30ae32dfef9d9c278804a4,3861f8769afa40e556c63ff7f39a41f9f89f68fa,6.5-RC1,2017-07-13 17:11:40,66,8 days 00:02:34,8.001782407407408,2017-07-05 19:09:06,2017-07-13 19:11:40,8 days 00:02:34,8.001782407407408,54,27,0,114,,,,,,,,,,
92,6.5-M3,2017-07-13 17:56:59,14,0,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,fa58d92ea7145838c8030fc4611a4bdefe94b5de,6.5-RC2,2017-07-24 15:42:40,14,10 days 21:45:41,10.906724537037036,2017-07-13 19:56:59,2017-07-24 17:42:40,10 days 21:45:41,10.906724537037036,18,9,0,0,,,,,,,,,,
93,6.5-M4,2017-07-24 16:45:48,6,0,4815ccb899b0cff352dd979024afd46db878b692,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6.5,2017-08-01 11:58:54,6,7 days 19:13:06,7.800763888888889,2017-07-24 18:45:48,2017-08-01 13:58:54,7 days 19:13:06,7.800763888888889,12,6,0,0,6.5,6.5,6.5,24.0,2.0,2.0,0.07692307692307693,0.0,2.0,-55.33838566827698
94,6.5-RC1,2017-07-13 17:11:40,1,0,3861f8769afa40e556c63ff7f39a41f9f89f68fa,ca28dd4ed34ab7c6e6066dd44820fe815c21b7a8,6.5-M3,2017-07-13 17:56:59,1,0 days 00:45:19,0.031469907407407405,2017-07-13 19:11:40,2017-07-13 19:56:59,0 days 00:45:19,0.031469907407407405,4,2,0,0,,,,,,,,,,
95,6.5-RC2,2017-07-24 15:42:40,1,0,fa58d92ea7145838c8030fc4611a4bdefe94b5de,4815ccb899b0cff352dd979024afd46db878b692,6.5-M4,2017-07-24 16:45:48,1,0 days 01:03:08,0.043842592592592586,2017-07-24 17:42:40,2017-07-24 18:45:48,0 days 01:03:08,0.043842592592592586,4,2,0,0,,,,,,,,,,
96,6.6,2017-10-20 12:09:25,348,0,353296630a2d150f48c76183e82188dfcaa42df0,3f72c27bf24dcecfad0e0901797e6d166532de72,6.7-RC1,2017-10-27 14:27:52,348,7 days 02:18:27,7.096145833333333,2017-10-20 14:09:25,2017-10-27 16:27:52,7 days 02:18:27,7.096145833333333,234,117,0,22,,,,,,,,,,
97,6.6-RC1,2017-10-10 17:03:23,9,0,868e9ce285262e5277c158ea3c2082c379e81943,353296630a2d150f48c76183e82188dfcaa42df0,6.6,2017-10-20 12:09:25,9,9 days 19:06:02,9.795856481481481,2017-10-10 22:41:48,2017-10-20 14:09:25,9 days 15:27:37,9.64417824074074,16,8,0,0,6.6,6.6,6.6,8.0,13.0,0.0,0.6190476190476191,2.0,1.0,-101.6155613425926
98,6.7,2017-11-07 15:03:37,25,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,426519346f51f7b980a76f9050f983110550509d,6.7.1,2017-12-20 16:32:02,25,43 days 01:28:25,43.06140046296297,2017-11-07 16:03:37,2017-12-20 17:32:02,43 days 01:28:25,43.06140046296297,44,22,0,0,6.7.1,6.7.1,6.7.1,12.0,0.0,0.0,0.0,0.0,2.0,-82.61525462962962
99,6.7-RC1,2017-10-27 14:27:52,25,0,3f72c27bf24dcecfad0e0901797e6d166532de72,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,6.7,2017-11-07 15:03:37,25,11 days 00:35:45,11.024826388888886,2017-10-27 16:27:52,2017-11-07 16:03:37,10 days 23:35:45,10.983159722222224,40,20,0,28,6.7,6.7,6.7,62.0,1.0,0.0,0.015873015873015872,3.0,11.0,-41.884004829182636
100,6.7.1,2017-12-20 16:32:02,30,0,426519346f51f7b980a76f9050f983110550509d,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,6.7.2,2018-02-22 16:56:57,30,64 days 00:24:55,64.01730324074074,2017-12-20 17:32:02,2018-02-22 17:56:57,64 days 00:24:55,64.01730324074074,52,26,0,14,6.7.2,6.7.2,6.7.2,2.0,0.0,0.0,0.0,0.0,0.0,-174.45765046296296
101,6.7.1,2017-12-20 16:32:02,419,0,426519346f51f7b980a76f9050f983110550509d,b19047de0e815b1c6474770e8bc0fff41daa4d01,7.0-RC1,2018-01-24 14:36:36,419,34 days 22:04:34,34.91983796296297,2017-12-20 17:32:02,2018-01-24 15:36:36,34 days 22:04:34,34.91983796296297,332,166,2,104,,,,,,,,,,
102,6.7.2,2018-02-22 16:56:57,15,0,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,6.7.3,2018-04-06 14:12:21,15,42 days 21:15:24,42.885694444444454,2018-02-22 17:56:57,2018-04-06 16:12:21,42 days 22:15:24,42.92736111111111,24,12,0,8,6.7.3,6.7.3,6.7.3,5.0,1.0,0.0,0.16666666666666666,1.0,0.0,-13.888416666666664
103,6.7.3,2018-04-06 14:12:21,20,0,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,b62b59da1adf991c41ed0730684f813d4116f6cc,6.7.4,2018-05-30 07:23:04,20,53 days 17:10:43,53.715775462962974,2018-04-06 16:12:21,2018-05-30 09:23:04,53 days 17:10:43,53.715775462962974,42,21,0,2,6.7.4,6.7.4,6.7.4,2.0,0.0,0.0,0.0,0.0,0.0,-6.91238425925926
104,6.7.4,2018-05-30 07:23:04,27,0,b62b59da1adf991c41ed0730684f813d4116f6cc,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,6.7.5,2018-08-06 10:17:09,27,68 days 02:54:05,68.12089120370369,2018-05-30 09:23:04,2018-08-06 12:17:09,68 days 02:54:05,68.12089120370369,34,17,0,26,6.7.5,6.7.5,6.7.5,2.0,0.0,0.0,0.0,0.0,0.0,-5.169635416666667
105,6.7.5,2018-08-06 10:17:09,16,0,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,302f75de1ec5df6e983970f3c76b86ee02b1cd26,6.7.6,2018-11-19 15:51:14,16,105 days 05:34:05,105.23200231481482,2018-08-06 12:17:09,2018-11-19 17:49:11,105 days 05:32:02,105.23057870370371,32,16,0,14,6.7.6,6.7.6,6.7.6,1.0,0.0,0.0,0.0,0.0,0.0,-2.158900462962963
106,6.7.6,2018-11-19 15:51:14,12,0,302f75de1ec5df6e983970f3c76b86ee02b1cd26,4aa6d928f960303eb990d50c275513a517c85e69,6.7.7,2019-04-16 15:38:04,12,147 days 23:46:50,147.99085648148147,2018-11-19 17:49:11,2019-04-16 17:38:04,147 days 23:48:53,147.9922800925926,20,10,0,0,6.7.7,6.7.7,6.7.7,2.0,0.0,0.0,0.0,0.0,0.0,-6.0724421296296285
107,7.0,2018-02-02 12:20:31,315,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,ecdde3879059a41f229782061bdad49677dd63f8,7.1,2018-03-23 20:20:52,315,49 days 08:00:21,49.33357638888889,2018-02-02 13:20:31,2018-03-23 20:20:52,49 days 07:00:21,49.29190972222222,380,190,0,160,7.1,7.1,7.1,24.0,3.0,22.0,0.1111111111111111,0.0,2.0,-23.464251060956798
108,7.0-RC1,2018-01-24 14:36:36,7,0,b19047de0e815b1c6474770e8bc0fff41daa4d01,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,7.0,2018-02-02 12:20:31,7,8 days 21:43:55,8.905497685185185,2018-01-24 15:36:36,2018-02-02 13:20:31,8 days 21:43:55,8.905497685185185,16,8,0,0,7.0,7.0,7.0,18.0,6.0,16.0,0.25,1.0,2.0,-14.08325810185185
109,7.1,2018-03-23 20:20:52,500,0,ecdde3879059a41f229782061bdad49677dd63f8,d7828ea4d821aaceedd431004c83a196cea8b38a,7.2,2018-06-13 20:20:50,500,81 days 23:59:58,81.99997685185187,2018-03-23 20:20:52,2018-06-13 20:20:50,81 days 23:59:58,81.99997685185187,116,58,0,0,7.2,7.2,7.2,20.0,2.0,0.0,0.09090909090909093,0.0,1.0,-23.3490630787037
110,7.2,2018-06-13 20:20:50,228,0,d7828ea4d821aaceedd431004c83a196cea8b38a,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,7.3,2018-07-20 20:21:18,228,37 days 00:00:28,37.000324074074065,2018-06-13 20:20:50,2018-07-20 20:21:18,37 days 00:00:28,37.000324074074065,38,19,0,0,7.3,7.3,7.3,23.0,1.0,3.0,0.04166666666666666,0.0,1.0,-14.021446256038649
111,7.3,2018-07-20 20:21:18,101,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,86937350807da2beb38dcd4216eafea0009fb99f,7.4,2018-08-03 20:21:25,101,14 days 00:00:07,14.000081018518516,2018-07-20 20:21:18,2018-08-03 20:21:25,14 days 00:00:07,14.000081018518516,22,11,0,0,7.4,7.4,7.4,21.0,1.0,0.0,0.045454545454545456,1.0,1.0,-30.112074652777782
112,7.4,2018-08-03 20:21:25,657,0,86937350807da2beb38dcd4216eafea0009fb99f,cb851ba202973bd468e070572c1e3b0b0437d2f4,7.5,2018-12-18 09:56:40,657,136 days 13:35:15,136.56614583333334,2018-08-03 20:21:25,2018-12-20 11:41:48,138 days 15:20:23,138.6391550925926,156,78,0,0,7.5,7.5,7.5,5.0,2.0,0.0,0.2857142857142857,0.0,1.0,-5.807027777777778
113,7.5,2018-12-18 09:56:40,243,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,c2edd480f08c8a692757df5ce6c89cddb566b666,7.6,2019-01-21 15:04:13,243,34 days 05:07:33,34.21357638888889,2018-12-20 11:41:48,2019-01-21 20:21:01,32 days 08:39:13,32.36056712962963,34,17,0,0,7.6,7.6,7.6,11.0,0.0,0.0,0.0,2.0,3.0,-64.06901388888889
114,7.6,2019-01-21 15:04:13,236,0,c2edd480f08c8a692757df5ce6c89cddb566b666,69bc562d207053ef21afd12c8bc9c5217b50227a,7.7,2019-03-19 16:29:12,236,57 days 01:24:59,57.0590162037037,2019-01-21 20:21:01,2019-03-20 16:29:54,57 days 20:08:53,57.83950231481482,64,32,0,56,7.7,7.7,7.7,19.0,1.0,0.0,0.05,1.0,3.0,-31.51627791394336
115,7.7,2019-03-19 16:29:12,509,0,69bc562d207053ef21afd12c8bc9c5217b50227a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,7.8,2019-06-18 09:08:04,509,90 days 16:38:52,90.6936574074074,2019-03-20 16:29:54,2019-06-18 20:21:07,90 days 03:51:13,90.16056712962965,128,64,0,0,7.8,7.8,7.8,8.0,3.0,0.0,0.2727272727272727,1.0,2.0,-21.811051793981484
116,7.8,2019-06-18 09:08:04,141,0,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,6502ec4ffee7e5a57498baaf330b80eb490d01c2,7.9,2019-07-01 07:56:26,141,12 days 22:48:22,12.950254629629631,2019-06-18 20:21:07,2019-10-17 15:24:45,120 days 19:03:38,120.7941898148148,16,8,0,0,7.9,7.9,7.9,23.0,1.0,0.0,0.04166666666666666,2.0,2.0,-49.824518389917685
117,7.9,2019-07-01 07:56:26,17,0,6502ec4ffee7e5a57498baaf330b80eb490d01c2,6818fad17ba67e97d395a8488d5412e00892d5e1,7.9.1,2019-07-10 12:20:33,17,9 days 04:24:07,9.183414351851852,2019-10-17 15:24:45,2019-10-17 15:24:48,0 days 00:00:03,3.472222222222222e-05,2,1,0,0,7.9.1,7.9.1,7.9.1,32.0,0.0,0.0,0.0,0.0,11.0,-35.18222924933864
118,7.9,2019-07-01 07:56:26,415,1,6502ec4ffee7e5a57498baaf330b80eb490d01c2,87ca68d63f4afd37d74b2f454430dfde9e862c6a,8.0,2019-10-15 08:15:12,416,106 days 00:18:46,106.0130324074074,2019-10-17 15:24:45,2019-10-15 11:52:16,-3 days +20:27:31,-2.1475578703703704,168,84,0,0,8.0,8.0,8.0,8.0,2.0,1.0,0.2,0.0,1.0,-13.636132605820107
119,7.9.1,2019-07-10 12:20:33,19,0,6818fad17ba67e97d395a8488d5412e00892d5e1,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,7.9.2,2019-12-09 13:03:50,19,152 days 00:43:17,152.03005787037037,2019-10-17 15:24:48,2019-12-09 20:53:13,53 days 05:28:25,53.22806712962963,18,9,0,0,,,,,,,,,,
120,7.9.2,2019-12-09 13:03:50,11,0,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,898a79cc7df01a9603c17f92b93e46ec62bc77d2,7.9.3,2020-03-24 07:49:27,11,105 days 18:45:37,105.78167824074076,2019-12-09 20:53:13,2020-03-24 20:03:32,105 days 23:10:19,105.96549768518518,18,9,0,0,7.9.3,7.9.3,7.9.3,1.0,0.0,0.0,0.0,0.0,1.0,-0.21048611111111112
121,7.9.3,2020-03-24 07:49:27,14,0,898a79cc7df01a9603c17f92b93e46ec62bc77d2,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,7.9.4,2020-07-23 14:40:10,14,121 days 06:50:43,121.2852199074074,2020-03-24 20:03:32,2020-07-23 20:05:45,121 days 00:02:13,121.00153935185185,20,10,0,0,7.9.4,7.9.4,7.9.4,1.0,0.0,0.0,0.0,0.0,0.0,-13.236747685185184
122,8.0,2019-10-15 08:15:12,196,0,87ca68d63f4afd37d74b2f454430dfde9e862c6a,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,8.1.0.31237,2019-12-17 12:29:34,196,63 days 04:14:22,63.176643518518524,2019-10-15 11:52:16,2019-12-17 15:52:53,63 days 04:00:37,63.16709490740741,82,41,0,0,8.1.0.31237,8.1,8.1,8.0,1.0,0.0,0.1111111111111111,0.0,3.0,-65.20164544753086
123,8.1.0.31237,2019-12-17 12:29:34,262,1,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,749367809478e5b7f60c6ef952436db9789b5882,8.2.0.32929,2020-02-25 14:32:24,263,70 days 02:02:50,70.08530092592592,2019-12-17 15:52:53,2020-02-26 10:41:20,70 days 18:48:27,70.78364583333334,70,35,2,0,8.2.0.32929,8.2,8.2,10.0,1.0,0.0,0.09090909090909093,1.0,0.0,-31.325252057613174
124,8.2.0.32929,2020-02-25 14:32:24,180,0,749367809478e5b7f60c6ef952436db9789b5882,9c58e36328ae79ad3c36c13aa253879351ce3613,8.3.0.34182,2020-04-28 13:54:13,180,62 days 23:21:49,62.97348379629629,2020-02-26 10:41:20,2020-04-28 20:03:32,62 days 09:22:12,62.39041666666667,78,39,0,0,8.3.0.34182,8.3,8.3,4.0,0.0,0.0,0.0,0.0,2.0,-1.4801157407407406
125,8.3.0.34182,2020-04-28 13:54:13,3,0,9c58e36328ae79ad3c36c13aa253879351ce3613,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,8.3.1.34397,2020-05-07 12:09:22,3,8 days 22:15:09,8.9271875,2020-04-28 20:03:32,2020-05-08 10:59:30,9 days 14:55:58,9.622199074074073,4,2,0,0,8.3.1.34397,8.3.1,8.3.1,2.0,0.0,0.0,0.0,0.0,1.0,-22.038171296296294
126,8.3.0.34182,2020-04-28 13:54:13,241,0,9c58e36328ae79ad3c36c13aa253879351ce3613,74b4533439f380827d68e8c01667eeaecad89fc7,8.4.0.35506,2020-07-03 07:09:27,241,65 days 17:15:14,65.71891203703704,2020-04-28 20:03:32,2020-07-03 20:05:22,66 days 00:01:50,66.00127314814813,76,38,0,0,8.4.0.35506,8.4,8.4,8.0,3.0,2.0,0.2727272727272727,3.0,0.0,-2.246875
127,8.4.0.35506,2020-07-03 07:09:27,6,0,74b4533439f380827d68e8c01667eeaecad89fc7,a0d372f704998d38856c26e28662fd7de062f873,8.4.1.35646,2020-07-14 08:13:18,6,11 days 01:03:51,11.044340277777776,2020-07-03 20:05:22,2020-07-14 12:11:47,10 days 16:06:25,10.671122685185184,4,2,0,0,8.4.1.35646,8.4.1,8.4.1,11.0,0.0,0.0,0.0,0.0,3.0,-13.909758391203706
128,8.4.1.35646,2020-07-14 08:13:18,4,0,a0d372f704998d38856c26e28662fd7de062f873,2de1f343e3dbd9e88007b42e475512677c04eb8a,8.4.2.36762,2020-08-27 14:11:31,4,44 days 05:58:13,44.24876157407408,2020-07-14 12:11:47,2020-08-28 11:43:56,44 days 23:32:09,44.98065972222222,4,2,0,0,8.4.2.36762,8.4.2,8.4.2,4.0,0.0,0.0,0.0,0.0,1.0,-3.1409432870370373
