,from_tag,to_tag,ahead_by,behind_by,from_sha,to_sha
1377,6.3.1,7.5,5136,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,cb851ba202973bd468e070572c1e3b0b0437d2f4
1378,7.1,7.5,1486,0,ecdde3879059a41f229782061bdad49677dd63f8,cb851ba202973bd468e070572c1e3b0b0437d2f4
1379,8.4.1.35646,7.5,0,2427,a0d372f704998d38856c26e28662fd7de062f873,cb851ba202973bd468e070572c1e3b0b0437d2f4
1380,7.9.2,7.5,0,1165,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,cb851ba202973bd468e070572c1e3b0b0437d2f4
1381,7.9,7.5,0,1129,6502ec4ffee7e5a57498baaf330b80eb490d01c2,cb851ba202973bd468e070572c1e3b0b0437d2f4
1382,7.3,7.5,758,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,cb851ba202973bd468e070572c1e3b0b0437d2f4
1383,8.3.1.34397,7.6,0,1940,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,c2edd480f08c8a692757df5ce6c89cddb566b666
1384,7.9.3,7.6,0,933,898a79cc7df01a9603c17f92b93e46ec62bc77d2,c2edd480f08c8a692757df5ce6c89cddb566b666
1385,8.3.0.34182,7.6,0,1937,9c58e36328ae79ad3c36c13aa253879351ce3613,c2edd480f08c8a692757df5ce6c89cddb566b666
1386,6.6,7.6,2868,0,353296630a2d150f48c76183e82188dfcaa42df0,c2edd480f08c8a692757df5ce6c89cddb566b666
1387,8.1.0.31237,7.6,0,1496,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,c2edd480f08c8a692757df5ce6c89cddb566b666
1388,7.0,7.6,2044,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,c2edd480f08c8a692757df5ce6c89cddb566b666
1389,7.9.4,7.6,0,947,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,c2edd480f08c8a692757df5ce6c89cddb566b666
1390,7.7,7.6,0,236,69bc562d207053ef21afd12c8bc9c5217b50227a,c2edd480f08c8a692757df5ce6c89cddb566b666
1391,6.7,7.6,2495,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,c2edd480f08c8a692757df5ce6c89cddb566b666
1392,7.9.1,7.6,0,903,6818fad17ba67e97d395a8488d5412e00892d5e1,c2edd480f08c8a692757df5ce6c89cddb566b666
1393,8.4.0.35506,7.6,0,2178,74b4533439f380827d68e8c01667eeaecad89fc7,c2edd480f08c8a692757df5ce6c89cddb566b666
1394,6.7.5,7.6,2455,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,c2edd480f08c8a692757df5ce6c89cddb566b666
1395,6.3.1,7.6,5379,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,c2edd480f08c8a692757df5ce6c89cddb566b666
1396,6.3,7.6,5390,0,43ea4f4c43aa89d4c435017f86d0da254e115e6b,c2edd480f08c8a692757df5ce6c89cddb566b666
1397,8.4.2.36762,7.6,0,2188,2de1f343e3dbd9e88007b42e475512677c04eb8a,c2edd480f08c8a692757df5ce6c89cddb566b666
1398,6.7.1,7.6,2470,0,426519346f51f7b980a76f9050f983110550509d,c2edd480f08c8a692757df5ce6c89cddb566b666
1399,7.9,7.6,0,886,6502ec4ffee7e5a57498baaf330b80eb490d01c2,c2edd480f08c8a692757df5ce6c89cddb566b666
1400,8.2.0.32929,7.6,0,1757,749367809478e5b7f60c6ef952436db9789b5882,c2edd480f08c8a692757df5ce6c89cddb566b666
1401,6.7.3,7.6,2455,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,c2edd480f08c8a692757df5ce6c89cddb566b666
1402,7.2,7.6,1229,0,d7828ea4d821aaceedd431004c83a196cea8b38a,c2edd480f08c8a692757df5ce6c89cddb566b666
1403,8.4.1.35646,7.6,0,2184,a0d372f704998d38856c26e28662fd7de062f873,c2edd480f08c8a692757df5ce6c89cddb566b666
1404,6.5,7.6,3923,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,c2edd480f08c8a692757df5ce6c89cddb566b666
1405,7.5,7.6,243,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,c2edd480f08c8a692757df5ce6c89cddb566b666
1406,6.4,7.6,4336,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,c2edd480f08c8a692757df5ce6c89cddb566b666
1407,6.7.2,7.6,2455,15,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,c2edd480f08c8a692757df5ce6c89cddb566b666
1408,6.3.2,7.6,5372,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,c2edd480f08c8a692757df5ce6c89cddb566b666
1409,7.1,7.6,1729,0,ecdde3879059a41f229782061bdad49677dd63f8,c2edd480f08c8a692757df5ce6c89cddb566b666
1410,7.8,7.6,0,745,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,c2edd480f08c8a692757df5ce6c89cddb566b666
1411,7.4,7.6,900,0,86937350807da2beb38dcd4216eafea0009fb99f,c2edd480f08c8a692757df5ce6c89cddb566b666
1412,6.7.6,7.6,2455,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,c2edd480f08c8a692757df5ce6c89cddb566b666
1413,7.9.2,7.6,0,922,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,c2edd480f08c8a692757df5ce6c89cddb566b666
1414,6.7.7,7.6,2455,105,4aa6d928f960303eb990d50c275513a517c85e69,c2edd480f08c8a692757df5ce6c89cddb566b666
1415,8.0,7.6,0,1300,87ca68d63f4afd37d74b2f454430dfde9e862c6a,c2edd480f08c8a692757df5ce6c89cddb566b666
1416,6.7.4,7.6,2455,50,b62b59da1adf991c41ed0730684f813d4116f6cc,c2edd480f08c8a692757df5ce6c89cddb566b666
1417,7.3,7.6,1001,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,c2edd480f08c8a692757df5ce6c89cddb566b666
1418,8.4.1.35646,7.7,0,1948,a0d372f704998d38856c26e28662fd7de062f873,69bc562d207053ef21afd12c8bc9c5217b50227a
1419,7.8,7.7,0,509,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,69bc562d207053ef21afd12c8bc9c5217b50227a
1420,6.7,7.7,2731,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,69bc562d207053ef21afd12c8bc9c5217b50227a
1421,7.9.4,7.7,0,711,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,69bc562d207053ef21afd12c8bc9c5217b50227a
1422,7.9.1,7.7,0,667,6818fad17ba67e97d395a8488d5412e00892d5e1,69bc562d207053ef21afd12c8bc9c5217b50227a
1423,6.5,7.7,4159,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,69bc562d207053ef21afd12c8bc9c5217b50227a
1424,6.7.5,7.7,2691,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,69bc562d207053ef21afd12c8bc9c5217b50227a
1425,6.3.2,7.7,5608,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,69bc562d207053ef21afd12c8bc9c5217b50227a
1426,6.7.2,7.7,2691,15,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,69bc562d207053ef21afd12c8bc9c5217b50227a
1427,6.3.1,7.7,5615,0,54be39f47d188340b14d4d9236bbf3d43b1db2ae,69bc562d207053ef21afd12c8bc9c5217b50227a
1428,7.1,7.7,1965,0,ecdde3879059a41f229782061bdad49677dd63f8,69bc562d207053ef21afd12c8bc9c5217b50227a
1429,7.3,7.7,1237,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,69bc562d207053ef21afd12c8bc9c5217b50227a
1430,8.1.0.31237,7.7,0,1260,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,69bc562d207053ef21afd12c8bc9c5217b50227a
1431,7.9,7.7,0,650,6502ec4ffee7e5a57498baaf330b80eb490d01c2,69bc562d207053ef21afd12c8bc9c5217b50227a
1432,8.2.0.32929,7.7,0,1521,749367809478e5b7f60c6ef952436db9789b5882,69bc562d207053ef21afd12c8bc9c5217b50227a
1433,7.4,7.7,1136,0,86937350807da2beb38dcd4216eafea0009fb99f,69bc562d207053ef21afd12c8bc9c5217b50227a
1434,8.0,7.7,0,1064,87ca68d63f4afd37d74b2f454430dfde9e862c6a,69bc562d207053ef21afd12c8bc9c5217b50227a
1435,6.7.3,7.7,2691,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,69bc562d207053ef21afd12c8bc9c5217b50227a
1436,6.7.4,7.7,2691,50,b62b59da1adf991c41ed0730684f813d4116f6cc,69bc562d207053ef21afd12c8bc9c5217b50227a
1437,7.9.3,7.7,0,697,898a79cc7df01a9603c17f92b93e46ec62bc77d2,69bc562d207053ef21afd12c8bc9c5217b50227a
1438,7.9.2,7.7,0,686,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,69bc562d207053ef21afd12c8bc9c5217b50227a
1439,8.3.0.34182,7.7,0,1701,9c58e36328ae79ad3c36c13aa253879351ce3613,69bc562d207053ef21afd12c8bc9c5217b50227a
1440,8.4.0.35506,7.7,0,1942,74b4533439f380827d68e8c01667eeaecad89fc7,69bc562d207053ef21afd12c8bc9c5217b50227a
1441,6.6,7.7,3104,0,353296630a2d150f48c76183e82188dfcaa42df0,69bc562d207053ef21afd12c8bc9c5217b50227a
1442,8.4.2.36762,7.7,0,1952,2de1f343e3dbd9e88007b42e475512677c04eb8a,69bc562d207053ef21afd12c8bc9c5217b50227a
1443,8.3.1.34397,7.7,0,1704,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,69bc562d207053ef21afd12c8bc9c5217b50227a
1444,7.6,7.7,236,0,c2edd480f08c8a692757df5ce6c89cddb566b666,69bc562d207053ef21afd12c8bc9c5217b50227a
1445,7.2,7.7,1465,0,d7828ea4d821aaceedd431004c83a196cea8b38a,69bc562d207053ef21afd12c8bc9c5217b50227a
1446,6.7.7,7.7,2691,105,4aa6d928f960303eb990d50c275513a517c85e69,69bc562d207053ef21afd12c8bc9c5217b50227a
1447,6.4,7.7,4572,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,69bc562d207053ef21afd12c8bc9c5217b50227a
1448,7.5,7.7,479,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,69bc562d207053ef21afd12c8bc9c5217b50227a
1449,7.0,7.7,2280,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,69bc562d207053ef21afd12c8bc9c5217b50227a
1450,6.7.6,7.7,2691,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,69bc562d207053ef21afd12c8bc9c5217b50227a
1451,6.7.1,7.7,2706,0,426519346f51f7b980a76f9050f983110550509d,69bc562d207053ef21afd12c8bc9c5217b50227a
1452,8.4.0.35506,7.8,0,1433,74b4533439f380827d68e8c01667eeaecad89fc7,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1453,6.4,7.8,5081,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1454,7.6,7.8,745,0,c2edd480f08c8a692757df5ce6c89cddb566b666,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1455,6.7.2,7.8,3200,15,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1456,6.7.6,7.8,3200,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1457,7.2,7.8,1974,0,d7828ea4d821aaceedd431004c83a196cea8b38a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1458,7.7,7.8,509,0,69bc562d207053ef21afd12c8bc9c5217b50227a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1459,7.4,7.8,1645,0,86937350807da2beb38dcd4216eafea0009fb99f,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1460,7.9.3,7.8,0,188,898a79cc7df01a9603c17f92b93e46ec62bc77d2,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1461,7.9,7.8,0,141,6502ec4ffee7e5a57498baaf330b80eb490d01c2,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1462,8.1.0.31237,7.8,0,751,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1463,8.4.2.36762,7.8,0,1443,2de1f343e3dbd9e88007b42e475512677c04eb8a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1464,8.4.1.35646,7.8,0,1439,a0d372f704998d38856c26e28662fd7de062f873,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1465,6.6,7.8,3613,0,353296630a2d150f48c76183e82188dfcaa42df0,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1466,6.7.7,7.8,3200,105,4aa6d928f960303eb990d50c275513a517c85e69,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1467,7.3,7.8,1746,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1468,6.3.2,7.8,6117,0,84ad17dd4e53eae1221d1af96fb45d8997f2e2fa,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1469,8.3.1.34397,7.8,0,1195,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1470,7.0,7.8,2789,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1471,8.3.0.34182,7.8,0,1192,9c58e36328ae79ad3c36c13aa253879351ce3613,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1472,8.0,7.8,0,555,87ca68d63f4afd37d74b2f454430dfde9e862c6a,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1473,6.7.1,7.8,3215,0,426519346f51f7b980a76f9050f983110550509d,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1474,7.9.2,7.8,0,177,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1475,7.1,7.8,2474,0,ecdde3879059a41f229782061bdad49677dd63f8,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1476,6.7.5,7.8,3200,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1477,6.7.3,7.8,3200,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1478,6.5,7.8,4668,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1479,6.7,7.8,3240,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1480,8.2.0.32929,7.8,0,1012,749367809478e5b7f60c6ef952436db9789b5882,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1481,7.5,7.8,988,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1482,7.9.4,7.8,0,202,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1483,6.7.4,7.8,3200,50,b62b59da1adf991c41ed0730684f813d4116f6cc,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1484,7.9.1,7.8,0,158,6818fad17ba67e97d395a8488d5412e00892d5e1,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89
1485,7.9.1,7.9,0,17,6818fad17ba67e97d395a8488d5412e00892d5e1,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1486,8.1.0.31237,7.9,1,611,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1487,8.4.0.35506,7.9,1,1293,74b4533439f380827d68e8c01667eeaecad89fc7,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1488,7.0,7.9,2930,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1489,7.1,7.9,2615,0,ecdde3879059a41f229782061bdad49677dd63f8,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1490,6.5,7.9,4809,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1491,7.4,7.9,1786,0,86937350807da2beb38dcd4216eafea0009fb99f,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1492,7.5,7.9,1129,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1493,6.7.6,7.9,3341,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1494,7.3,7.9,1887,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1495,7.9.2,7.9,0,36,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1496,6.7.7,7.9,3341,105,4aa6d928f960303eb990d50c275513a517c85e69,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1497,6.7.2,7.9,3341,15,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1498,6.4,7.9,5222,0,ad64a17b531c0e1f6fef0ce7e4d0d0b060977754,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1499,6.7.4,7.9,3341,50,b62b59da1adf991c41ed0730684f813d4116f6cc,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1500,7.2,7.9,2115,0,d7828ea4d821aaceedd431004c83a196cea8b38a,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1501,8.4.2.36762,7.9,1,1303,2de1f343e3dbd9e88007b42e475512677c04eb8a,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1502,7.6,7.9,886,0,c2edd480f08c8a692757df5ce6c89cddb566b666,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1503,6.7.3,7.9,3341,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1504,6.7.5,7.9,3341,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1505,8.3.1.34397,7.9,1,1055,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1506,6.6,7.9,3754,0,353296630a2d150f48c76183e82188dfcaa42df0,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1507,7.8,7.9,141,0,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1508,8.3.0.34182,7.9,1,1052,9c58e36328ae79ad3c36c13aa253879351ce3613,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1509,8.4.1.35646,7.9,1,1299,a0d372f704998d38856c26e28662fd7de062f873,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1510,6.7,7.9,3381,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1511,8.2.0.32929,7.9,1,872,749367809478e5b7f60c6ef952436db9789b5882,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1512,7.9.3,7.9,0,47,898a79cc7df01a9603c17f92b93e46ec62bc77d2,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1513,7.9.4,7.9,0,61,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1514,7.7,7.9,650,0,69bc562d207053ef21afd12c8bc9c5217b50227a,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1515,6.7.1,7.9,3356,0,426519346f51f7b980a76f9050f983110550509d,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1516,8.0,7.9,1,415,87ca68d63f4afd37d74b2f454430dfde9e862c6a,6502ec4ffee7e5a57498baaf330b80eb490d01c2
1517,6.7.4,7.9.1,3358,50,b62b59da1adf991c41ed0730684f813d4116f6cc,6818fad17ba67e97d395a8488d5412e00892d5e1
1518,7.3,7.9.1,1904,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,6818fad17ba67e97d395a8488d5412e00892d5e1
1519,8.1.0.31237,7.9.1,18,611,65a7a7c34de5bff9aed7c3e58eb6dcc87ae34b57,6818fad17ba67e97d395a8488d5412e00892d5e1
1520,6.6,7.9.1,3771,0,353296630a2d150f48c76183e82188dfcaa42df0,6818fad17ba67e97d395a8488d5412e00892d5e1
1521,6.7.6,7.9.1,3358,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,6818fad17ba67e97d395a8488d5412e00892d5e1
1522,6.7.5,7.9.1,3358,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,6818fad17ba67e97d395a8488d5412e00892d5e1
1523,6.7.2,7.9.1,3358,15,e3ae3ad6546d35ab9eb7c244352a58eea0a2f124,6818fad17ba67e97d395a8488d5412e00892d5e1
1524,7.9.2,7.9.1,0,19,5832fefc31f5ba25f15b3fa66ed816f7b87fd835,6818fad17ba67e97d395a8488d5412e00892d5e1
1525,7.2,7.9.1,2132,0,d7828ea4d821aaceedd431004c83a196cea8b38a,6818fad17ba67e97d395a8488d5412e00892d5e1
1526,7.9.4,7.9.1,0,44,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,6818fad17ba67e97d395a8488d5412e00892d5e1
1527,7.0,7.9.1,2947,0,3b827a9a9a4b133c9fbe168aec8db44d78efeaeb,6818fad17ba67e97d395a8488d5412e00892d5e1
1528,7.9.3,7.9.1,0,30,898a79cc7df01a9603c17f92b93e46ec62bc77d2,6818fad17ba67e97d395a8488d5412e00892d5e1
1529,8.3.1.34397,7.9.1,18,1055,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,6818fad17ba67e97d395a8488d5412e00892d5e1
1530,7.6,7.9.1,903,0,c2edd480f08c8a692757df5ce6c89cddb566b666,6818fad17ba67e97d395a8488d5412e00892d5e1
1531,6.5,7.9.1,4826,0,ef2ca5b33e5795b841d45e0b20fef3cb90391719,6818fad17ba67e97d395a8488d5412e00892d5e1
1532,8.4.0.35506,7.9.1,18,1293,74b4533439f380827d68e8c01667eeaecad89fc7,6818fad17ba67e97d395a8488d5412e00892d5e1
1533,8.4.1.35646,7.9.1,18,1299,a0d372f704998d38856c26e28662fd7de062f873,6818fad17ba67e97d395a8488d5412e00892d5e1
1534,7.1,7.9.1,2632,0,ecdde3879059a41f229782061bdad49677dd63f8,6818fad17ba67e97d395a8488d5412e00892d5e1
1535,7.5,7.9.1,1146,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,6818fad17ba67e97d395a8488d5412e00892d5e1
1536,7.9,7.9.1,17,0,6502ec4ffee7e5a57498baaf330b80eb490d01c2,6818fad17ba67e97d395a8488d5412e00892d5e1
1537,6.7.1,7.9.1,3373,0,426519346f51f7b980a76f9050f983110550509d,6818fad17ba67e97d395a8488d5412e00892d5e1
1538,7.7,7.9.1,667,0,69bc562d207053ef21afd12c8bc9c5217b50227a,6818fad17ba67e97d395a8488d5412e00892d5e1
1539,8.3.0.34182,7.9.1,18,1052,9c58e36328ae79ad3c36c13aa253879351ce3613,6818fad17ba67e97d395a8488d5412e00892d5e1
1540,8.2.0.32929,7.9.1,18,872,749367809478e5b7f60c6ef952436db9789b5882,6818fad17ba67e97d395a8488d5412e00892d5e1
1541,7.8,7.9.1,158,0,870ae4efbf5dcdbe59295eb5827b55a6a74c7b89,6818fad17ba67e97d395a8488d5412e00892d5e1
1542,8.4.2.36762,7.9.1,18,1303,2de1f343e3dbd9e88007b42e475512677c04eb8a,6818fad17ba67e97d395a8488d5412e00892d5e1
1543,6.7.7,7.9.1,3358,105,4aa6d928f960303eb990d50c275513a517c85e69,6818fad17ba67e97d395a8488d5412e00892d5e1
1544,7.4,7.9.1,1803,0,86937350807da2beb38dcd4216eafea0009fb99f,6818fad17ba67e97d395a8488d5412e00892d5e1
1545,6.7,7.9.1,3398,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,6818fad17ba67e97d395a8488d5412e00892d5e1
1546,6.7.3,7.9.1,3358,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,6818fad17ba67e97d395a8488d5412e00892d5e1
1547,8.0,7.9.1,18,415,87ca68d63f4afd37d74b2f454430dfde9e862c6a,6818fad17ba67e97d395a8488d5412e00892d5e1
1548,7.2,7.9.2,2151,0,d7828ea4d821aaceedd431004c83a196cea8b38a,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1549,7.9.3,7.9.2,0,11,898a79cc7df01a9603c17f92b93e46ec62bc77d2,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1550,7.7,7.9.2,686,0,69bc562d207053ef21afd12c8bc9c5217b50227a,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1551,6.7.3,7.9.2,3377,30,baa823c2ae6ed4dd406b2ef12bc5ac6201e466f9,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1552,6.7,7.9.2,3417,0,5d031d9d2ac3f69b4b9bc600d50563b1886c7d8b,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1553,6.7.6,7.9.2,3377,93,302f75de1ec5df6e983970f3c76b86ee02b1cd26,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1554,8.4.0.35506,7.9.2,37,1293,74b4533439f380827d68e8c01667eeaecad89fc7,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1555,7.1,7.9.2,2651,0,ecdde3879059a41f229782061bdad49677dd63f8,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1556,6.7.7,7.9.2,3377,105,4aa6d928f960303eb990d50c275513a517c85e69,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1557,6.6,7.9.2,3790,0,353296630a2d150f48c76183e82188dfcaa42df0,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1558,7.5,7.9.2,1165,0,cb851ba202973bd468e070572c1e3b0b0437d2f4,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1559,7.3,7.9.2,1923,0,87c1e3d93bf8a583932c11d4e1b740e91f80ffa0,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1560,8.2.0.32929,7.9.2,37,872,749367809478e5b7f60c6ef952436db9789b5882,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1561,8.0,7.9.2,37,415,87ca68d63f4afd37d74b2f454430dfde9e862c6a,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1562,6.7.5,7.9.2,3377,77,ec8ab77fa180a9edaf664075e8e76ae0b4a2d9f1,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1563,7.9.4,7.9.2,0,25,2f8d99a55899105cbf3e3170194c614c2a6ea4d7,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1564,7.6,7.9.2,922,0,c2edd480f08c8a692757df5ce6c89cddb566b666,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1565,7.9.1,7.9.2,19,0,6818fad17ba67e97d395a8488d5412e00892d5e1,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1566,6.7.1,7.9.2,3392,0,426519346f51f7b980a76f9050f983110550509d,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1567,7.4,7.9.2,1822,0,86937350807da2beb38dcd4216eafea0009fb99f,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
1568,8.3.1.34397,7.9.2,37,1055,b77ce511a2039330aea8832ad12e86a8cfa9ff7d,5832fefc31f5ba25f15b3fa66ed816f7b87fd835
